,breath_id,closest_cluster,farest_cluster
637,1007,49,333
638,1008,0,333
639,1010,322,371
640,1011,161,333
641,1013,124,371
642,1014,0,333
643,1015,269,333
644,1016,203,43
645,1019,306,333
646,1020,180,333
647,1021,0,333
648,1024,301,333
649,1025,0,333
650,1026,245,333
651,1029,0,333
652,1030,164,323
653,1031,217,371
654,1034,0,333
655,1036,217,371
656,1038,0,333
657,1039,1,333
658,1040,0,333
659,1042,0,333
660,1043,0,333
661,1045,161,333
662,1046,0,333
663,1047,162,371
664,1049,263,333
665,1051,85,333
666,1052,266,371
667,1055,0,333
668,1056,375,333
669,1058,354,371
670,1059,197,323
671,1065,105,161
672,1066,157,333
673,1067,107,371
674,1068,147,333
675,1073,129,371
676,1074,0,333
677,1075,29,333
678,1076,46,333
679,1077,0,333
680,1079,29,333
681,1080,107,371
682,1082,269,333
683,1083,245,333
684,1084,187,333
685,1085,27,43
686,1086,164,323
687,1087,0,333
688,1089,247,333
689,1091,0,333
690,1092,0,333
691,1093,9,333
692,1095,0,333
693,1096,285,333
694,1098,0,333
695,1099,232,333
696,1100,0,333
697,1101,0,333
698,1102,225,371
699,1105,29,333
700,1106,266,371
701,1107,0,333
702,1108,60,333
703,1111,253,161
704,1113,234,333
705,1114,49,333
706,1116,162,371
707,1118,302,333
708,1120,0,333
709,1123,161,333
710,1124,283,371
711,1125,227,43
712,1126,39,43
713,1128,243,161
714,1129,87,333
715,1131,269,333
716,1133,263,333
717,1135,0,333
718,1136,90,323
719,1139,0,333
720,1140,0,333
721,1143,0,333
722,1147,26,323
723,1148,287,333
724,1150,173,333
725,1151,0,333
726,1154,0,333
727,1159,68,43
728,1160,94,43
729,1161,279,371
730,1162,161,333
731,1164,187,333
732,1165,243,161
733,1167,176,333
734,1168,263,333
735,1169,161,333
736,1171,311,371
737,1172,79,161
738,1175,0,333
739,1176,187,333
740,1178,0,333
741,1179,64,333
742,1180,0,333
743,1181,0,333
744,1183,85,333
745,1184,0,333
746,1185,255,161
747,1186,0,333
748,1189,57,323
749,1190,159,333
750,1191,119,371
751,1192,215,333
752,1194,269,333
753,1196,0,333
754,1197,11,371
755,1199,9,333
756,1200,144,333
757,1201,0,333
758,1202,0,333
759,1203,264,43
760,1204,0,333
761,1206,301,333
762,1207,0,333
763,1209,145,333
764,1210,197,333
765,1212,106,333
766,1214,0,333
767,1215,305,371
768,1216,0,333
769,1218,255,161
770,1220,161,333
771,1222,107,371
772,1223,0,333
773,1225,359,333
774,1226,99,43
775,1227,167,323
776,1228,0,333
777,1229,275,333
778,1235,292,161
779,1236,344,371
780,1238,336,323
781,1242,0,333
782,1243,284,333
783,1245,369,333
784,1247,0,333
785,1248,279,333
786,1249,287,333
787,1250,10,333
788,1251,0,333
789,1252,60,333
790,1254,117,333
791,1257,265,43
792,1258,236,333
793,1259,0,333
794,1260,301,333
795,1261,290,333
796,1262,34,333
797,1264,322,371
798,1268,11,371
799,1270,0,333
800,1271,0,333
801,1272,166,333
802,1273,0,333
803,1275,0,333
804,1276,0,333
805,1277,3,323
806,1279,0,333
807,1280,366,161
808,1281,0,333
809,1282,0,333
810,1283,377,333
811,1284,301,333
812,1285,85,333
813,1287,22,161
814,1288,285,333
815,1290,187,333
816,1291,296,333
817,1292,0,333
818,1294,49,333
819,1296,0,333
820,1297,0,333
821,1298,275,333
822,1299,0,333
823,1300,63,333
824,1301,44,333
825,1302,281,333
826,1304,39,43
827,1305,250,371
828,1307,0,333
829,1309,0,333
830,1310,0,333
831,1312,0,333
832,1316,377,333
833,1318,276,333
834,1324,165,371
835,1325,161,333
836,1326,318,323
837,1329,301,333
838,1330,0,333
839,1332,0,333
840,1333,107,371
841,1334,0,333
842,1335,0,333
843,1337,161,333
844,1340,269,333
845,1341,0,333
846,1342,187,333
847,1344,283,371
848,1345,220,371
849,1346,0,333
850,1349,254,371
851,1350,225,371
852,1352,157,333
853,1353,334,333
854,1355,234,333
855,1356,378,371
856,1358,0,333
857,1359,234,333
858,1361,155,43
859,1362,263,333
860,1364,237,333
861,1365,161,333
862,1367,161,333
863,1369,24,333
864,1371,0,333
865,1373,275,333
866,1374,32,43
867,1377,234,333
868,1381,187,333
869,1383,313,161
870,1384,0,333
871,1385,161,333
872,1386,70,371
873,1387,234,333
874,1388,166,333
875,1390,0,333
876,1392,175,333
877,1394,316,371
878,1395,187,333
879,1396,303,323
880,1400,198,333
881,1402,182,371
882,1403,234,333
883,1404,287,333
884,1405,129,333
885,1406,49,333
886,1407,0,333
887,1408,83,161
888,1409,57,333
889,1410,27,43
890,1411,161,333
891,1412,0,333
892,1414,92,371
893,1416,239,333
894,1417,198,333
895,1419,161,333
896,1420,269,333
897,1422,159,333
898,1423,0,333
899,1424,121,371
900,1428,0,333
901,1429,279,333
902,1432,301,323
903,1433,303,333
904,1436,31,333
905,1439,0,333
906,1440,234,333
907,1441,0,333
908,1442,66,333
909,1443,161,333
910,1444,120,161
911,1446,96,43
912,1447,0,333
913,1448,0,333
914,1451,180,333
915,1452,348,323
916,1453,0,333
917,1455,63,333
918,1457,273,161
919,1459,0,333
920,1460,312,371
921,1461,0,333
922,1462,333,161
923,1464,8,323
924,1465,301,333
925,1469,81,333
926,1470,334,333
927,1474,0,333
928,1476,175,333
929,1477,0,333
930,1478,225,371
931,1480,198,333
932,1487,220,333
933,1488,157,333
934,1492,284,333
935,1493,29,333
936,1494,54,333
937,1495,29,333
938,1496,0,333
939,1499,1,333
940,1500,57,323
941,1502,269,333
942,1504,266,371
943,1505,221,333
944,1509,255,161
945,1510,0,333
946,1511,1,333
947,1512,0,333
948,1513,161,333
949,1519,29,333
950,1520,173,333
951,1521,0,333
952,1525,287,333
953,1526,0,333
954,1530,1,333
955,1532,161,333
956,1533,0,333
957,1534,151,333
958,1536,0,333
959,1540,106,333
960,1541,166,333
961,1542,107,371
962,1543,0,333
963,1544,263,333
964,1548,70,371
965,1549,159,333
966,1552,0,333
967,1553,161,333
968,1554,0,333
969,1555,187,333
970,1557,134,333
971,1559,9,333
972,1560,0,333
973,1561,43,371
974,1563,127,161
975,1564,175,333
976,1566,198,333
977,1570,0,333
978,1571,264,43
979,1572,301,333
980,1574,299,333
981,1576,293,323
982,1577,0,333
983,1578,234,333
984,1579,0,333
985,1580,234,333
986,1584,0,333
987,1585,301,333
988,1586,161,333
989,1587,253,161
990,1590,234,333
991,1592,234,333
992,1594,301,333
993,1595,249,161
994,1596,244,161
995,1597,0,333
996,1598,315,371
997,1602,151,323
998,1606,49,333
999,1612,0,333
1000,1613,293,323
1001,1614,265,43
1002,1615,31,323
1003,1617,39,43
1004,1618,161,333
1005,1620,131,161
1006,1623,321,333
1007,1624,148,371
1008,1625,0,333
1009,1626,198,333
1010,1627,12,161
1011,1628,31,333
1012,1632,284,333
1013,1633,0,333
1014,1634,263,333
1015,1638,0,333
1016,1640,0,333
1017,1641,158,43
1018,1643,235,371
1019,1644,0,333
1020,1645,159,333
1021,1647,46,333
1022,1648,0,333
1023,1655,375,333
1024,1656,234,333
1025,1657,303,333
1026,1658,159,333
1027,1659,255,161
1028,1661,244,43
1029,1662,0,333
1030,1663,0,333
1031,1666,0,333
1032,1667,0,333
1033,1668,71,333
1034,1669,263,333
1035,1673,0,333
1036,1675,52,333
1037,1679,157,333
1038,1680,0,333
1039,1681,0,333
1040,1682,29,333
1041,1685,0,333
1042,1686,31,333
1043,1688,173,333
1044,1691,0,333
1045,1693,29,333
1046,1694,99,43
1047,1696,12,161
1048,1699,0,333
1049,1701,159,333
1050,1703,166,333
1051,1704,301,333
1052,1707,97,333
1053,1708,0,333
1054,1709,161,333
1055,1713,13,333
1056,1715,0,333
1057,1717,208,371
1058,1718,157,333
1059,1720,0,333
1060,1721,365,333
1061,1723,0,333
1062,1724,187,333
1063,1725,278,333
1064,1728,0,333
1065,1730,201,333
1066,1731,227,43
1067,1732,29,333
1068,1736,187,333
1069,1738,234,333
1070,1739,0,333
1071,1740,0,333
1072,1741,301,333
1073,1742,160,333
1074,1743,0,333
1075,1744,313,161
1076,1745,0,333
1077,1746,72,323
1078,1747,187,333
1079,1749,358,371
1080,1750,305,371
1081,1751,198,333
1082,1752,29,333
1083,1755,202,333
1084,1761,343,161
1085,1763,342,323
1086,1764,263,333
1087,1765,0,333
1088,1766,49,333
1089,1768,0,333
1090,1769,0,333
1091,1770,161,333
1092,1771,63,333
1093,1774,375,333
1094,1776,132,43
1095,1777,0,333
1096,1778,0,333
1097,1779,0,333
1098,1780,186,333
1099,1782,274,333
1100,1783,161,333
1101,1784,157,333
1102,1786,52,333
1103,1787,0,333
1104,1789,14,43
1105,1790,70,371
1106,1791,161,333
1107,1792,0,333
1108,1795,85,333
1109,1796,0,333
1110,1797,31,323
1111,1799,15,371
1112,1800,0,333
1113,1805,0,333
1114,1806,161,333
1115,1807,145,333
1116,1811,31,333
1117,1812,161,333
1118,1813,234,333
1119,1814,0,333
1120,1816,161,333
1121,1818,29,333
1122,1821,0,333
1123,1822,0,333
1124,1824,85,333
1125,1825,31,333
1126,1826,312,371
1127,1827,234,333
1128,1830,173,333
1129,1831,31,333
1130,1836,275,333
1131,1838,236,333
1132,1841,221,333
1133,1843,63,333
1134,1844,187,333
1135,1848,0,333
1136,1849,161,333
1137,1851,0,333
1138,1852,0,333
1139,1853,0,333
1140,1856,215,333
1141,1857,0,333
1142,1858,301,333
1143,1859,161,333
1144,1863,178,333
1145,1865,302,333
1146,1866,76,333
1147,1868,89,333
1148,1869,0,333
1149,1871,301,333
1150,1872,234,333
1151,1873,166,333
1152,1874,161,333
1153,1875,0,333
1154,1876,139,371
1155,1877,28,333
1156,1878,135,333
1157,1879,0,333
1158,1880,160,333
1159,1881,0,333
1160,1882,263,333
1161,1883,161,333
1162,1884,128,333
1163,1885,161,333
1164,1886,25,333
1165,1887,187,333
1166,1889,234,333
1167,1891,338,43
1168,1893,0,333
1169,1895,375,333
1170,1897,57,323
1171,1900,161,333
1172,1902,254,371
1173,1903,234,333
1174,1908,85,333
1175,1909,0,333
1176,1910,269,333
1177,1913,177,333
1178,1914,180,333
1179,1915,157,333
1180,1916,157,333
1181,1918,287,333
1182,1919,0,333
1183,1920,0,333
1184,1922,0,333
1185,1924,119,371
1186,1928,0,333
1187,1929,0,333
1188,1930,92,371
1189,1932,0,333
1190,1934,303,333
1191,1935,166,333
1192,1936,0,333
1193,1937,234,333
1194,1938,120,161
1195,1939,165,371
1196,1940,16,161
1197,1943,217,371
1198,1944,151,333
1199,1945,0,333
1200,1946,69,323
1201,1950,161,333
1202,1951,0,333
1203,1954,313,161
1204,1956,7,371
1205,1957,79,43
1206,1958,161,333
1207,1959,49,333
1208,1962,49,333
1209,1963,161,333
1210,1965,198,333
1211,1966,31,333
1212,1968,0,333
1213,1969,79,161
1214,1970,66,333
1215,1971,0,333
1216,1972,0,333
1217,1973,161,333
1218,1974,22,371
1219,1979,161,333
1220,1980,64,333
1221,1981,89,371
1222,1982,119,371
1223,1984,0,333
1224,1985,0,333
1225,1986,188,371
1226,1988,168,333
1227,1990,180,333
1228,1991,139,371
1229,1992,29,333
1230,1996,122,161
1231,1997,0,333
1232,1998,187,333
1233,1999,18,333
1234,2002,109,333
1235,2003,187,333
1236,2004,89,371
1237,2005,0,333
1238,2008,159,333
1239,2009,0,333
1240,2012,175,333
1241,2013,31,333
1242,2014,166,333
1243,2017,0,333
1244,2019,0,333
1245,2020,0,333
1246,2021,28,333
1247,2022,263,333
1248,2023,0,333
1249,2024,31,323
1250,2026,28,333
1251,2027,0,333
1252,2029,0,333
1253,2033,134,333
1254,2035,0,333
1255,2037,208,371
1256,2039,133,333
1257,2040,303,333
1258,2041,0,333
1259,2042,0,333
1260,2045,176,333
1261,2047,152,371
1262,2048,0,333
1263,2049,22,161
1264,2053,1,333
1265,2056,0,333
1266,2057,198,333
1267,2059,301,333
1268,2060,154,333
1269,2061,367,333
1270,2062,109,333
1271,2063,43,371
1272,2068,3,333
1273,2069,234,333
1274,2071,0,333
1275,2074,147,333
1276,2076,290,333
1277,2077,0,333
1278,2078,324,333
1279,2080,0,333
1280,2081,0,333
1281,2082,0,333
1282,2083,0,333
1283,2085,246,323
1284,2087,71,333
1285,2088,152,371
1286,2089,161,333
1287,2090,0,333
1288,2091,0,333
1289,2092,42,333
1290,2093,0,333
1291,2095,236,333
1292,2096,187,333
1293,2097,157,333
1294,2098,166,333
1295,2099,165,371
1296,2100,0,333
1297,2101,97,333
1298,2102,79,161
1299,2103,139,371
1300,2105,0,333
1301,2107,0,333
1302,2108,247,333
1303,2109,166,333
1304,2111,0,333
1305,2112,201,333
1306,2114,0,333
1307,2115,113,333
1308,2117,234,333
1309,2118,0,333
1310,2122,32,43
1311,2124,31,333
1312,2125,0,333
1313,2127,0,333
1314,2129,0,333
1315,2131,159,333
1316,2135,0,333
1317,2136,378,371
1318,2141,0,333
1319,2142,3,333
1320,2145,0,333
1321,2146,11,371
1322,2147,168,333
1323,2148,0,333
1324,2149,301,333
1325,2150,303,371
1326,2151,133,333
1327,2153,301,333
1328,2154,242,333
1329,2155,364,333
1330,2156,234,333
1331,2157,278,333
1332,2158,29,333
1333,2160,51,43
1334,2163,0,333
1335,2164,0,333
1336,2165,0,333
1337,2166,0,333
1338,2167,308,161
1339,2168,314,43
1340,2169,161,333
1341,2170,0,333
1342,2171,0,333
1343,2172,369,333
1344,2174,303,333
1345,2175,0,333
1346,2178,161,333
1347,2180,0,333
1348,2181,219,333
1349,2183,0,333
1350,2184,218,333
1351,2187,0,333
1352,2188,234,333
1353,2190,62,161
1354,2191,152,333
1355,2192,168,333
1356,2193,346,43
1357,2194,0,333
1358,2197,113,333
1359,2198,234,333
1360,2201,159,333
1361,2204,31,333
1362,2206,0,333
1363,2207,31,333
1364,2208,166,333
1365,2209,64,333
1366,2213,161,333
1367,2214,161,333
1368,2215,31,333
1369,2218,28,333
1370,2220,0,333
1371,2224,0,333
1372,2227,234,333
1373,2228,44,333
1374,2230,246,323
1375,2231,0,333
1376,2234,226,333
1377,2236,69,323
1378,2237,97,333
1379,2242,0,333
1380,2243,336,323
1381,2244,0,333
1382,2246,21,371
1383,2250,198,333
1384,2253,299,323
1385,2254,0,333
1386,2257,166,333
1387,2258,293,323
1388,2259,0,333
1389,2260,345,161
1390,2262,372,333
1391,2263,0,333
1392,2264,0,333
1393,2265,0,333
1394,2266,69,323
1395,2270,22,161
1396,2272,63,333
1397,2273,15,371
1398,2275,185,333
1399,2276,263,333
1400,2279,0,333
1401,2280,221,333
1402,2281,198,333
1403,2282,93,371
1404,2284,0,333
1405,2285,232,333
1406,2286,179,333
1407,2289,0,333
1408,2292,313,161
1409,2293,0,333
1410,2294,160,333
1411,2295,0,333
1412,2298,0,333
1413,2299,369,333
1414,2300,0,333
1415,2301,298,333
1416,2303,217,371
1417,2305,49,333
1418,2306,63,333
1419,2307,370,371
1420,2308,0,333
1421,2309,0,333
1422,2312,64,333
1423,2314,161,333
1424,2315,220,371
1425,2316,0,333
1426,2317,0,333
1427,2318,31,333
1428,2319,0,333
1429,2320,9,333
1430,2321,312,371
1431,2323,152,371
1432,2324,306,333
1433,2325,187,333
1434,2327,321,333
1435,2328,3,333
1436,2329,0,333
1437,2330,47,333
1438,2332,322,371
1439,2333,172,161
1440,2334,371,161
1441,2335,0,333
1442,2337,249,161
1443,2338,0,333
1444,2339,0,333
1445,2343,161,333
1446,2345,234,333
1447,2347,317,333
1448,2348,0,333
1449,2349,105,161
1450,2350,0,333
1451,2351,151,323
1452,2352,220,371
1453,2356,0,333
1454,2359,234,333
1455,2360,0,333
1456,2362,0,333
1457,2363,0,333
1458,2364,0,333
1459,2366,0,333
1460,2367,148,371
1461,2368,161,333
1462,2369,197,323
1463,2370,0,333
1464,2372,197,323
1465,2373,0,333
1466,2376,0,333
1467,2378,234,333
1468,2379,110,333
1469,2381,0,333
1470,2382,71,333
1471,2383,187,333
1472,2385,0,333
1473,2386,0,333
1474,2387,159,333
1475,2389,28,333
1476,2390,129,333
1477,2395,290,333
1478,2397,0,333
1479,2398,287,333
1480,2400,0,333
1481,2403,0,333
1482,2404,215,333
1483,2405,185,333
1484,2406,313,161
1485,2407,0,333
1486,2408,0,333
1487,2409,64,333
1488,2410,269,333
1489,2411,157,333
1490,2412,0,333
1491,2414,0,333
1492,2420,175,333
1493,2421,0,333
1494,2423,31,333
1495,2424,129,43
1496,2427,23,333
1497,2429,293,323
1498,2430,187,333
1499,2431,234,333
1500,2432,28,333
1501,2434,159,333
1502,2435,29,333
1503,2436,252,333
1504,2437,0,333
1505,2440,139,371
1506,2441,0,333
1507,2443,10,333
1508,2444,161,333
1509,2445,329,161
1510,2446,234,333
1511,2450,25,333
1512,2451,0,333
1513,2452,31,333
1514,2453,107,371
1515,2454,24,323
1516,2456,0,333
1517,2459,234,333
1518,2464,45,371
1519,2466,234,333
1520,2468,0,333
1521,2470,161,333
1522,2474,292,43
1523,2475,0,333
1524,2476,0,333
1525,2477,0,333
1526,2479,221,333
1527,2480,52,333
1528,2482,0,333
1529,2483,164,323
1530,2484,97,333
1531,2485,313,161
1532,2487,321,333
1533,2489,0,333
1534,2490,157,333
1535,2493,165,371
1536,2494,0,333
1537,2495,187,333
1538,2496,197,333
1539,2497,29,333
1540,2498,0,333
1541,2499,305,371
1542,2500,287,333
1543,2502,0,333
1544,2503,173,333
1545,2504,31,333
1546,2506,0,333
1547,2507,15,371
1548,2508,0,333
1549,2509,85,333
1550,2510,234,333
1551,2511,0,333
1552,2512,313,161
1553,2513,301,333
1554,2514,0,333
1555,2516,122,161
1556,2517,0,333
1557,2518,168,333
1558,2519,116,371
