,breath_id,closest_cluster,farest_cluster
853,1353,12,199
854,1355,234,199
855,1356,97,189
856,1358,0,199
857,1359,234,199
858,1361,229,199
859,1362,22,199
860,1364,82,189
861,1365,121,199
862,1367,121,199
863,1369,6,199
864,1371,0,199
865,1373,79,199
866,1374,32,199
867,1377,0,199
868,1381,0,199
869,1383,158,121
870,1384,0,199
871,1385,0,199
872,1386,135,189
873,1387,234,199
874,1388,234,199
875,1390,0,199
876,1392,17,199
877,1394,213,121
878,1395,6,199
879,1396,230,121
880,1400,0,199
881,1402,123,189
882,1403,234,199
883,1404,0,199
884,1405,114,189
885,1406,234,199
886,1407,0,199
887,1408,190,121
888,1409,51,258
889,1410,28,121
890,1411,121,199
891,1412,0,199
892,1414,162,121
893,1416,85,189
894,1417,0,199
895,1419,121,199
896,1420,0,199
897,1422,0,199
898,1423,0,199
899,1424,253,121
900,1428,0,199
901,1429,257,189
902,1432,31,199
903,1433,186,121
904,1436,234,199
905,1439,0,199
906,1440,234,199
907,1441,0,199
908,1442,82,189
909,1443,121,199
910,1444,158,121
911,1446,50,121
912,1447,0,199
913,1448,0,199
914,1451,27,199
915,1452,78,199
916,1453,0,199
917,1455,79,199
918,1457,157,121
919,1459,0,199
920,1460,215,189
921,1461,0,199
922,1462,147,121
923,1464,11,121
924,1465,0,199
925,1469,22,199
926,1470,206,199
927,1474,0,199
928,1476,12,199
929,1477,0,199
930,1478,249,189
931,1480,0,199
932,1487,119,189
933,1488,0,199
934,1492,69,258
935,1493,0,199
936,1494,46,258
937,1495,0,199
938,1496,0,199
939,1499,151,199
940,1500,146,258
941,1502,143,199
942,1504,16,189
943,1505,234,199
944,1509,202,121
945,1510,0,199
946,1511,151,199
947,1512,0,199
948,1513,121,199
949,1519,0,199
950,1520,31,199
951,1521,0,199
952,1525,0,199
953,1526,0,199
954,1530,151,199
955,1532,121,199
956,1533,0,199
957,1534,31,199
958,1536,0,199
959,1540,22,199
960,1541,234,199
961,1542,86,189
962,1543,0,199
963,1544,27,199
964,1548,247,189
965,1549,31,199
966,1552,79,199
967,1553,121,199
968,1554,0,199
969,1555,0,199
970,1557,205,189
971,1559,229,199
972,1560,31,199
973,1561,125,121
974,1563,102,121
975,1564,22,199
976,1566,31,199
977,1570,0,199
978,1571,32,199
979,1572,0,199
980,1574,31,199
981,1576,229,199
982,1577,0,199
983,1578,234,199
984,1579,0,199
985,1580,234,199
986,1584,0,199
987,1585,0,199
988,1586,121,199
989,1587,176,121
990,1590,0,199
991,1592,0,199
992,1594,0,199
993,1595,99,121
994,1596,168,121
995,1597,0,199
996,1598,19,189
997,1602,27,199
998,1606,234,199
999,1612,0,199
1000,1613,206,199
1001,1614,224,121
1002,1615,27,199
1003,1617,32,189
1004,1618,121,199
1005,1620,90,121
1006,1623,187,199
1007,1624,123,189
1008,1625,0,199
1009,1626,0,199
1010,1627,4,121
1011,1628,0,199
1012,1632,3,258
1013,1633,0,199
1014,1634,31,199
1015,1638,0,199
1016,1640,0,199
1017,1641,155,121
1018,1643,128,121
1019,1644,0,199
1020,1645,0,199
1021,1647,240,189
1022,1648,0,199
1023,1655,260,189
1024,1656,234,199
1025,1657,230,121
1026,1658,0,199
1027,1659,202,121
1028,1661,221,121
1029,1662,0,199
1030,1663,0,199
1031,1666,0,199
1032,1667,0,199
1033,1668,251,199
1034,1669,234,199
1035,1673,0,199
1036,1675,31,199
1037,1679,245,199
1038,1680,0,199
1039,1681,0,199
1040,1682,0,199
1041,1685,0,199
1042,1686,234,199
1043,1688,234,199
1044,1691,0,199
1045,1693,0,199
1046,1694,9,121
1047,1696,102,121
1048,1699,31,199
1049,1701,229,199
1050,1703,234,199
1051,1704,0,199
1052,1707,143,199
1053,1708,0,199
1054,1709,0,199
1055,1713,85,199
1056,1715,0,199
1057,1717,98,189
1058,1718,3,199
1059,1720,0,199
1060,1721,33,189
1061,1723,0,199
1062,1724,22,199
1063,1725,164,121
1064,1728,0,199
1065,1730,251,199
1066,1731,71,121
1067,1732,251,199
1068,1736,234,199
1069,1738,234,199
1070,1739,0,199
1071,1740,0,199
1072,1741,0,199
1073,1742,234,199
1074,1743,0,199
1075,1744,180,121
1076,1745,0,199
1077,1746,230,258
1078,1747,22,199
1079,1749,218,189
1080,1750,222,121
1081,1751,0,199
1082,1752,0,199
1083,1755,3,199
1084,1761,25,121
1085,1763,27,199
1086,1764,234,199
1087,1765,0,199
1088,1766,31,199
1089,1768,0,199
1090,1769,0,199
1091,1770,121,199
1092,1771,79,199
1093,1774,28,189
1094,1776,156,121
1095,1777,0,199
1096,1778,0,199
1097,1779,0,199
1098,1780,222,258
1099,1782,251,199
1100,1783,121,199
1101,1784,245,199
1102,1786,22,199
1103,1787,0,199
1104,1789,18,121
1105,1790,247,189
1106,1791,121,199
1107,1792,0,199
1108,1795,79,199
1109,1796,0,199
1110,1797,234,199
1111,1799,19,189
1112,1800,0,199
1113,1805,0,199
1114,1806,121,199
1115,1807,250,189
1116,1811,229,199
1117,1812,0,199
1118,1813,234,199
1119,1814,0,199
1120,1816,121,199
1121,1818,0,199
1122,1821,0,199
1123,1822,0,199
1124,1824,0,199
1125,1825,234,199
1126,1826,161,189
1127,1827,0,199
1128,1830,234,199
1129,1831,234,199
1130,1836,234,199
1131,1838,31,199
1132,1841,234,199
1133,1843,234,199
1134,1844,234,199
1135,1848,0,199
1136,1849,121,199
1137,1851,0,199
1138,1852,0,199
1139,1853,0,199
1140,1856,143,199
1141,1857,0,199
1142,1858,0,199
1143,1859,121,199
1144,1863,183,199
1145,1865,251,199
1146,1866,62,189
1147,1868,186,121
1148,1869,0,199
1149,1871,0,199
1150,1872,31,199
1151,1873,234,199
1152,1874,121,199
1153,1875,0,199
1154,1876,215,121
1155,1877,234,199
1156,1878,33,189
1157,1879,0,199
1158,1880,27,199
1159,1881,79,199
1160,1882,0,199
1161,1883,121,199
1162,1884,251,199
1163,1885,121,199
1164,1886,22,199
1165,1887,22,199
1166,1889,234,199
1167,1891,28,189
1168,1893,0,199
1169,1895,28,189
1170,1897,200,258
1171,1900,121,199
1172,1902,86,189
1173,1903,234,199
1174,1908,0,199
1175,1909,0,199
1176,1910,143,199
1177,1913,27,199
1178,1914,6,199
1179,1915,245,199
1180,1916,245,199
1181,1918,0,199
1182,1919,0,199
1183,1920,0,199
1184,1922,0,199
1185,1924,123,189
1186,1928,0,199
1187,1929,0,199
1188,1930,141,121
1189,1932,0,199
1190,1934,171,121
1191,1935,234,199
1192,1936,0,199
1193,1937,234,199
1194,1938,99,121
1195,1939,247,189
1196,1940,101,121
1197,1943,138,189
1198,1944,31,199
1199,1945,0,199
1200,1946,6,199
1201,1950,121,199
1202,1951,0,199
1203,1954,147,121
1204,1956,141,121
1205,1957,198,121
1206,1958,121,199
1207,1959,234,199
1208,1962,234,199
1209,1963,121,199
1210,1965,0,199
1211,1966,0,199
1212,1968,0,199
1213,1969,198,121
1214,1970,15,189
1215,1971,0,199
1216,1972,0,199
1217,1973,121,199
1218,1974,26,121
1219,1979,121,199
1220,1980,22,199
1221,1981,116,121
1222,1982,97,189
1223,1984,0,199
1224,1985,0,199
1225,1986,191,189
1226,1988,257,199
1227,1990,31,199
1228,1991,215,121
1229,1992,0,199
1230,1996,176,121
1231,1997,0,199
1232,1998,22,199
1233,1999,195,199
1234,2002,194,199
1235,2003,22,199
1236,2004,116,121
1237,2005,0,199
1238,2008,27,199
1239,2009,0,199
1240,2012,6,199
1241,2013,234,199
1242,2014,31,199
1243,2017,0,199
1244,2019,27,199
1245,2020,0,199
1246,2021,234,199
1247,2022,234,199
1248,2023,0,199
1249,2024,234,199
1250,2026,234,199
1251,2027,234,199
1252,2029,0,199
1253,2033,205,258
1254,2035,0,199
1255,2037,46,258
1256,2039,120,189
1257,2040,227,258
1258,2041,0,199
1259,2042,0,199
1260,2045,143,199
1261,2047,249,189
1262,2048,121,199
1263,2049,258,121
1264,2053,64,199
1265,2056,0,199
1266,2057,31,199
1267,2059,0,199
1268,2060,3,199
1269,2061,22,199
1270,2062,27,199
1271,2063,125,121
1272,2068,31,199
1273,2069,0,199
1274,2071,121,199
1275,2074,22,199
1276,2076,3,189
1277,2077,0,199
1278,2078,58,147
1279,2080,79,199
1280,2081,0,199
1281,2082,0,199
1282,2083,0,199
1283,2085,27,199
1284,2087,251,199
1285,2088,249,189
1286,2089,121,199
1287,2090,0,199
1288,2091,0,199
1289,2092,64,199
1290,2093,0,199
1291,2095,31,199
1292,2096,187,199
1293,2097,0,199
1294,2098,234,199
1295,2099,97,189
1296,2100,0,199
1297,2101,143,199
1298,2102,126,121
1299,2103,23,258
1300,2105,0,199
1301,2107,0,199
1302,2108,234,199
1303,2109,234,199
1304,2111,0,199
1305,2112,257,199
1306,2114,0,199
1307,2115,234,199
1308,2117,0,199
1309,2118,0,199
1310,2122,37,199
1311,2124,234,199
1312,2125,0,199
1313,2127,0,199
1314,2129,0,199
1315,2131,31,199
1316,2135,0,199
1317,2136,140,189
1318,2141,0,199
1319,2142,234,199
1320,2145,0,199
1321,2146,86,189
1322,2147,3,189
1323,2148,0,199
1324,2149,31,199
1325,2150,192,121
1326,2151,16,189
1327,2153,31,199
1328,2154,22,199
1329,2155,86,189
1330,2156,234,199
1331,2157,230,121
1332,2158,0,199
1333,2160,78,199
1334,2163,0,199
1335,2164,0,199
1336,2165,0,199
1337,2166,79,199
1338,2167,99,121
1339,2168,259,121
1340,2169,121,199
1341,2170,0,199
1342,2171,0,199
1343,2172,208,258
1344,2174,192,121
1345,2175,0,199
1346,2178,0,199
1347,2180,31,199
1348,2181,44,199
1349,2183,0,199
1350,2184,183,199
1351,2187,0,199
1352,2188,234,199
1353,2190,223,121
1354,2191,34,189
1355,2192,257,258
1356,2193,165,121
1357,2194,0,199
1358,2197,234,199
1359,2198,234,199
1360,2201,0,199
1361,2204,0,199
1362,2206,0,199
1363,2207,0,199
1364,2208,234,199
1365,2209,31,199
1366,2213,121,199
1367,2214,0,199
1368,2215,234,199
1369,2218,234,199
1370,2220,0,199
1371,2224,0,199
1372,2227,234,199
1373,2228,22,199
1374,2230,31,199
1375,2231,79,199
1376,2234,43,199
1377,2236,185,199
1378,2237,119,189
1379,2242,0,199
1380,2243,230,121
1381,2244,0,199
1382,2246,25,189
1383,2250,0,199
1384,2253,118,199
1385,2254,0,199
1386,2257,41,199
1387,2258,118,199
1388,2259,31,199
1389,2260,128,121
1390,2262,160,189
1391,2263,0,199
1392,2264,0,199
1393,2265,0,199
1394,2266,151,199
1395,2270,26,121
1396,2272,79,199
1397,2273,19,189
1398,2275,22,199
1399,2276,31,199
1400,2279,0,199
1401,2280,27,199
1402,2281,31,199
1403,2282,36,189
1404,2284,0,199
1405,2285,245,199
1406,2286,27,199
1407,2289,0,199
1408,2292,147,121
1409,2293,121,199
1410,2294,234,199
1411,2295,0,199
1412,2298,79,199
1413,2299,210,258
1414,2300,0,199
1415,2301,24,258
1416,2303,138,189
1417,2305,234,199
1418,2306,234,199
1419,2307,163,121
1420,2308,0,199
1421,2309,31,199
1422,2312,22,199
1423,2314,0,199
1424,2315,249,189
1425,2316,0,199
1426,2317,0,199
1427,2318,234,199
1428,2319,0,199
1429,2320,260,199
1430,2321,222,189
1431,2323,235,189
1432,2324,143,199
1433,2325,22,199
1434,2327,187,199
1435,2328,27,199
1436,2329,0,199
1437,2330,64,199
1438,2332,201,189
1439,2333,117,121
1440,2334,177,121
1441,2335,0,199
1442,2337,74,121
1443,2338,0,199
1444,2339,0,199
1445,2343,0,199
1446,2345,234,199
1447,2347,204,258
1448,2348,0,199
1449,2349,77,121
1450,2350,0,199
1451,2351,31,199
1452,2352,134,189
1453,2356,0,199
1454,2359,0,199
1455,2360,0,199
1456,2362,0,199
1457,2363,0,199
1458,2364,0,199
1459,2366,0,199
1460,2367,165,189
1461,2368,121,199
1462,2369,31,199
1463,2370,0,199
1464,2372,31,199
1465,2373,0,199
1466,2376,0,199
1467,2378,234,199
1468,2379,46,258
1469,2381,0,199
1470,2382,0,199
1471,2383,22,199
1472,2385,0,199
1473,2386,0,199
1474,2387,0,199
1475,2389,234,199
1476,2390,23,121
1477,2395,205,189
1478,2397,0,199
1479,2398,0,199
1480,2400,0,199
1481,2403,0,199
1482,2404,143,199
1483,2405,143,199
1484,2406,199,121
1485,2407,0,199
1486,2408,0,199
1487,2409,234,199
1488,2410,0,199
1489,2411,251,199
1490,2412,0,199
1491,2414,0,199
1492,2420,0,199
1493,2421,0,199
1494,2423,234,199
1495,2424,191,121
1496,2427,3,189
1497,2429,206,199
1498,2430,187,199
1499,2431,0,199
1500,2432,234,199
1501,2434,0,199
1502,2435,0,199
1503,2436,3,189
1504,2437,0,199
1505,2440,215,121
1506,2441,0,199
1507,2443,58,258
1508,2444,121,199
1509,2445,189,121
1510,2446,0,199
1511,2450,143,199
1512,2451,0,199
1513,2452,234,199
1514,2453,135,189
1515,2454,6,199
1516,2456,0,199
1517,2459,0,199
1518,2464,122,189
1519,2466,0,199
1520,2468,0,199
1521,2470,121,199
1522,2474,126,121
1523,2475,0,199
1524,2476,0,199
1525,2477,0,199
1526,2479,31,199
1527,2480,22,199
1528,2482,234,199
1529,2483,192,121
1530,2484,0,199
1531,2485,101,121
1532,2487,187,199
1533,2489,0,199
1534,2490,251,199
1535,2493,123,189
1536,2494,0,199
1537,2495,22,199
1538,2496,22,199
1539,2497,0,199
1540,2498,0,199
1541,2499,192,121
1542,2500,0,199
1543,2502,0,199
1544,2503,234,199
1545,2504,234,199
1546,2506,0,199
1547,2507,138,189
1548,2508,0,199
1549,2509,0,199
1550,2510,234,199
1551,2511,121,199
1552,2512,99,121
1553,2513,0,199
1554,2514,0,199
1555,2516,101,121
1556,2517,0,199
1557,2518,3,199
1558,2519,80,189
